th,lh1,lh2,lh3,lh4,lh5,ta,la1,la2,la3,la4,la5,diff
 8.00, 0.32, 0.93, 0.64, 1.12, 1.29,15.00, 3.12, 2.12, 4.80, 0.91,-5.70, 3.00
 6.00, 1.23,-0.35,-2.25,-2.59, 3.22, 1.00,-0.50, 0.50, 0.43,-4.37,-0.24, 0.00
14.00, 1.06,-0.42, 0.84,-1.23, 0.74, 5.00,-0.32,-8.05, 1.35, 0.78,-3.22,-1.00
10.00, 0.78, 0.42, 0.70,-0.50, 0.42, 9.00, 0.93,-4.75, 0.74, 0.89, 0.16, 1.00
 3.00, 0.17,-0.32, 0.35, 4.04,-0.65, 9.00,-0.79, 0.93,-4.75, 0.74, 0.89,-2.00
18.00, 0.39, 8.46, 3.78, 2.25, 1.42,11.00,-0.17, 0.32, 1.36,-0.74, 0.50, 7.00
 4.00, 0.57,-8.46, 1.36,-4.80, 4.37,16.00,-0.39,-0.26, 8.05, 1.38, 0.65,-3.00
10.00,-6.35,-1.65, 1.05, 1.16, 2.59,12.00, 0.79, 0.78, 0.42, 0.70,-0.50, 2.00
13.00, 0.81, 0.26, 0.66, 1.08, 1.08, 5.00, 1.40, 1.23,-0.35,-2.25,-2.59, 0.00
14.00,-0.54, 3.12, 2.12, 4.80, 0.91, 2.00, 1.21, 0.50,-3.78,-4.04,-0.78, 3.00
 7.00, 0.40,-0.32,-8.05, 1.35, 0.78,17.00, 6.35,-3.12, 4.75, 1.24, 1.23,-1.00
 1.00, 0.55,-0.50, 0.50, 0.43,-4.37,15.00,-0.40, 1.06,-0.42, 0.84,-1.23,-1.00
 6.00, 1.41, 1.65,-2.12, 0.89,-1.42, 8.00, 0.54, 0.32, 0.93, 0.64, 1.12, 0.00
 2.00,-2.86, 1.21, 0.50,-3.78,-4.04, 4.00,-1.85, 0.57,-8.46, 1.36,-4.80, 3.00
17.00, 2.25, 6.35,-3.12, 4.75, 1.24, 3.00,-0.23, 0.17,-0.32, 0.35, 4.04, 2.00
14.00, 0.25,-0.40, 1.06,-0.42, 0.84,18.00, 6.05, 0.39, 8.46, 3.78, 2.25,-1.00
10.00,-6.05,-0.17, 0.32, 1.36,-0.74,12.00, 4.59,-6.35,-1.65, 1.05, 1.16,-1.00
16.00, 1.85,-0.39,-0.26, 8.05, 1.38, 7.00, 0.79, 1.41, 1.65,-2.12, 0.89, 0.00
11.00,-4.59, 0.79, 0.78, 0.42, 0.70, 1.00,-0.25, 0.55,-0.50, 0.50, 0.43, 1.00
 5.00, 1.32, 1.40, 1.23,-0.35,-2.25,15.00, 2.86,-0.54, 3.12, 2.12, 4.80,-2.00
 9.00, 0.23,-0.79, 0.93,-4.75, 0.74, 6.00,-2.25, 0.40,-0.32,-8.05, 1.35, 0.00
 8.00, 1.20, 0.54, 0.32, 0.93, 0.64,13.00, 0.71, 0.81, 0.26, 0.66, 1.08, 1.00
14.00, 0.25, 4.59,-6.35,-1.65, 1.05,10.00, 0.82, 0.23,-0.79, 0.93,-4.75, 2.00
18.00, 1.20, 6.05, 0.39, 8.46, 3.78, 9.00, 0.30, 1.20, 0.54, 0.32, 0.93, 4.00
 4.00,-1.53,-1.85, 0.57,-8.46, 1.36, 5.00,-1.80, 1.32, 1.40, 1.23,-0.35, 0.00
 1.00,-0.33,-0.25, 0.55,-0.50, 0.50,17.00, 0.98, 2.25, 6.35,-3.12, 4.75,-5.00
11.00,-0.30, 0.71, 0.81, 0.26, 0.66, 8.00,-0.25,-6.05,-0.17, 0.32, 1.36,-1.00
15.00, 1.80, 2.86,-0.54, 3.12, 2.12,16.00, 1.11, 1.85,-0.39,-0.26, 8.05, 0.00
 7.00, 0.84, 0.79, 1.41, 1.65,-2.12, 2.00, 1.53,-2.86, 1.21, 0.50,-3.78, 0.00
 3.00,-0.98,-0.23, 0.17,-0.32, 0.35,13.00,-1.20, 0.25,-0.40, 1.06,-0.42, 2.00
 6.00, 1.18,-2.25, 0.40,-0.32,-8.05,12.00, 0.33,-4.59, 0.79, 0.78, 0.42, 2.00
12.00,-2.65, 0.33,-4.59, 0.79, 0.78, 3.00, 3.85,-0.98,-0.23, 0.17,-0.32, 1.00
17.00, 3.36, 0.98, 2.25, 6.35,-3.12,10.00,-0.26,-0.30, 0.71, 0.81, 0.26, 2.00
13.00,-3.85,-1.20, 0.25,-0.40, 1.06,15.00, 0.98, 1.80, 2.86,-0.54, 3.12, 1.00
11.00, 0.26,-0.25,-6.05,-0.17, 0.32, 4.00, 0.83,-1.53,-1.85, 0.57,-8.46, 1.00
 9.00,-2.16, 0.82, 0.23,-0.79, 0.93,18.00, 5.92, 1.20, 6.05, 0.39, 8.46,-5.00
16.00, 1.01, 1.11, 1.85,-0.39,-0.26, 2.00, 1.02, 1.53,-2.86, 1.21, 0.50, 5.00
 5.00, 1.16,-1.80, 1.32, 1.40, 1.23, 6.00, 0.97, 0.84, 0.79, 1.41, 1.65,-3.00
 8.00,-5.92, 0.30, 1.20, 0.54, 0.32, 1.00,-3.36,-0.33,-0.25, 0.55,-0.50,-1.00
 7.00, 2.65, 1.18,-2.25, 0.40,-0.32,14.00, 2.16, 0.25, 4.59,-6.35,-1.65, 1.00
 1.00, 0.16,-3.36,-0.33,-0.25, 0.55, 8.00,-3.41,-2.16, 0.82, 0.23,-0.79,-1.00
 3.00,-3.64, 3.85,-0.98,-0.23, 0.17, 9.00, 1.34, 2.65, 1.18,-2.25, 0.40, 3.00
18.00, 3.41, 5.92, 1.20, 6.05, 0.39,14.00,-1.34, 2.16, 0.25, 4.59,-6.35, 1.00
 4.00,-1.40, 0.83,-1.53,-1.85, 0.57,17.00, 6.51, 3.36, 0.98, 2.25, 6.35,-1.00
 2.00,-6.02, 1.02, 1.53,-2.86, 1.21, 7.00,-0.16,-5.92, 0.30, 1.20, 0.54, 1.00
16.00, 6.02, 1.01, 1.11, 1.85,-0.39, 5.00,-2.38, 1.16,-1.80, 1.32, 1.40, 1.00
 6.00, 2.38, 0.97, 0.84, 0.79, 1.41,12.00, 3.64,-2.65, 0.33,-4.59, 0.79, 2.00
10.00,-6.51,-0.26,-0.30, 0.71, 0.81,13.00, 0.34,-3.85,-1.20, 0.25,-0.40, 0.00
15.00,-0.34, 0.98, 1.80, 2.86,-0.54,11.00, 1.40, 0.26,-0.25,-6.05,-0.17, 3.00
12.00,-3.71, 3.64,-2.65, 0.33,-4.59,15.00, 5.52,-0.34, 0.98, 1.80, 2.86,-1.00
17.00, 0.22, 6.51, 3.36, 0.98, 2.25,18.00, 2.88, 3.41, 5.92, 1.20, 6.05, 0.00
14.00, 0.85, 0.34,-3.85,-1.20, 0.25, 4.00,-0.22,-1.40, 0.83,-1.53,-1.85, 2.00
10.00, 0.18,-3.41,-2.16, 0.82, 0.23, 9.00, 1.16,-6.51,-0.26,-0.30, 0.71, 0.00
 6.00,-6.56,-0.16,-5.92, 0.30, 1.20,16.00, 0.45, 6.02, 1.01, 1.11, 1.85,-2.00
 7.00,-6.36, 1.34, 2.65, 1.18,-2.25, 1.00,-0.18, 0.16,-3.36,-0.33,-0.25,-2.00
 5.00,-0.45,-2.38, 1.16,-1.80, 1.32, 2.00, 6.56,-6.02, 1.02, 1.53,-2.86, 0.00
13.00,-2.88,-1.34, 2.16, 0.25, 4.59, 3.00, 6.36,-3.64, 3.85,-0.98,-0.23, 2.00
11.00,-5.52, 1.40, 0.26,-0.25,-6.05, 8.00, 3.71, 2.38, 0.97, 0.84, 0.79, 0.00
18.00, 0.72, 2.88, 3.41, 5.92, 1.20, 3.00,-1.44, 6.36,-3.64, 3.85,-0.98, 3.00
 4.00,-3.15,-0.22,-1.40, 0.83,-1.53, 6.00,-1.03,-6.56,-0.16,-5.92, 0.30,-1.00
 1.00, 0.77,-0.18, 0.16,-3.36,-0.33,13.00, 1.44,-2.88,-1.34, 2.16, 0.25,-1.00
 2.00, 0.90, 6.56,-6.02, 1.02, 1.53,12.00, 0.75,-5.52, 1.40, 0.26,-0.25,-3.00
16.00, 1.03, 0.45, 6.02, 1.01, 1.11,10.00, 1.04, 0.18,-3.41,-2.16, 0.82, 2.00
 9.00, 0.96, 1.16,-6.51,-0.26,-0.30,11.00,-2.42,-3.71, 3.64,-2.65, 0.33,-2.00
15.00, 2.42, 5.52,-0.34, 0.98, 1.80, 7.00,-0.77,-6.36, 1.34, 2.65, 1.18,-1.00
 5.00, 1.09,-0.45,-2.38, 1.16,-1.80,14.00, 3.15, 0.85, 0.34,-3.85,-1.20, 0.00
 8.00, 1.26, 3.71, 2.38, 0.97, 0.84,17.00, 1.29, 0.22, 6.51, 3.36, 0.98, 0.00
 3.00,-4.25,-1.44, 6.36,-3.64, 3.85, 1.00,-0.70, 0.77,-0.18, 0.16,-3.36, 2.00
17.00, 0.86, 1.29, 0.22, 6.51, 3.36, 2.00,-0.98, 0.90, 6.56,-6.02, 1.02,-1.00
13.00, 0.66, 3.15, 0.85, 0.34,-3.85, 9.00, 1.14, 1.26, 3.71, 2.38, 0.97, 0.00
14.00, 0.70, 1.44,-2.88,-1.34, 2.16,15.00,-0.25, 2.42, 5.52,-0.34, 0.98,-1.00
12.00, 0.98, 0.75,-5.52, 1.40, 0.26,16.00, 4.00, 1.03, 0.45, 6.02, 1.01,-1.00
10.00,-4.00, 1.04, 0.18,-3.41,-2.16, 4.00,-3.19,-3.15,-0.22,-1.40, 0.83, 3.00
11.00, 2.21,-2.42,-3.71, 3.64,-2.65,18.00, 4.25, 0.72, 2.88, 3.41, 5.92,-1.00
 6.00, 3.19,-1.03,-6.56,-0.16,-5.92, 5.00, 1.39, 1.09,-0.45,-2.38, 1.16, 1.00
 8.00, 0.25,-0.77,-6.36, 1.34, 2.65, 7.00,-2.21, 0.96, 1.16,-6.51,-0.26, 0.00
13.00, 0.43, 4.05,-0.46,-0.55, 1.21, 1.00,-3.19,-4.46,-0.29,-8.08, 0.56,-1.00
 2.00, 0.73,-0.69,-1.96,-0.97, 0.61,14.00, 0.74,-4.05, 1.29, 0.94, 0.23, 0.00
18.00, 4.75, 9.90, 5.50, 8.08, 1.38,12.00,-0.70, 0.69, 1.21, 0.55, 5.00, 3.00
 6.00,-3.41,-2.04, 0.66,-1.20, 0.27, 8.00,-0.74,-0.20, 0.80, 0.98,-0.54,-1.00
16.00, 3.19, 3.74,-4.12, 5.45, 0.75,11.00, 1.97, 2.16, 1.96,-0.98,-0.23, 1.00
10.00,-4.75,-4.52, 4.12, 1.20, 5.05, 3.00,-0.43,-9.90, 2.52,-6.35,-0.27, 2.00
 5.00,-0.92, 4.52,-2.52,-5.45,-1.38, 4.00, 3.41,-3.74,-5.50, 0.84, 1.43, 1.00
 7.00, 0.70,-2.16, 0.29, 1.16,-5.05,15.00, 0.92, 2.04,-0.56, 0.97, 0.54, 2.00
17.00, 0.12, 4.46, 0.56, 6.35,-5.00, 9.00, 1.22, 0.20, 0.46, 1.05, 1.44, 1.00
 4.00,-0.44, 3.41,-3.74,-5.50, 0.84,12.00,-1.68, 0.43, 4.05,-0.46,-0.55,-2.00
11.00, 5.88,-0.74,-0.20, 0.80, 0.98, 3.00, 1.15, 0.73,-0.69,-1.96,-0.97, 4.00
 2.00,-1.16,-0.43,-9.90, 2.52,-6.35,16.00, 6.41, 3.19, 3.74,-4.12, 5.45, 1.00
 7.00,-5.29, 1.22, 0.20, 0.46, 1.05, 9.00, 0.79, 0.70,-2.16, 0.29, 1.16, 3.00
15.00,-0.79, 0.92, 2.04,-0.56, 0.97,18.00, 2.82, 4.75, 9.90, 5.50, 8.08, 0.00
 8.00,-2.82,-0.70, 0.69, 1.21, 0.55, 6.00, 0.44,-0.92, 4.52,-2.52,-5.45, 2.00
10.00,-6.41, 1.97, 2.16, 1.96,-0.98, 5.00,-5.88,-3.41,-2.04, 0.66,-1.20, 0.00
 1.00, 1.68,-3.19,-4.46,-0.29,-8.08,14.00, 1.16,-4.75,-4.52, 4.12, 1.20,-1.00
13.00, 0.86, 0.74,-4.05, 1.29, 0.94,17.00, 5.29, 0.12, 4.46, 0.56, 6.35, 1.00
17.00,-0.94, 5.29, 0.12, 4.46, 0.56,13.00, 3.91, 5.88,-0.74,-0.20, 0.80,-2.00
18.00, 0.51, 2.82, 4.75, 9.90, 5.50, 9.00, 1.27,-5.29, 1.22, 0.20, 0.46, 4.00
 5.00, 1.34,-5.88,-3.41,-2.04, 0.66, 2.00,-3.91, 1.15, 0.73,-0.69,-1.96,-1.00
16.00,-0.23, 6.41, 3.19, 3.74,-4.12,10.00, 5.64,-2.82,-0.70, 0.69, 1.21, 0.00
15.00, 0.25, 1.16,-4.75,-4.52, 4.12, 3.00,-0.41,-0.44, 3.41,-3.74,-5.50,-1.00
12.00, 0.41,-1.68, 0.43, 4.05,-0.46,11.00, 1.52,-0.79, 0.92, 2.04,-0.56, 2.00
 6.00,-5.64, 0.44,-0.92, 4.52,-2.52, 8.00, 0.69,-6.41, 1.97, 2.16, 1.96, 1.00
 7.00,-1.27, 0.79, 0.70,-2.16, 0.29,14.00, 0.94, 0.86, 0.74,-4.05, 1.29, 2.00
 4.00, 0.23,-1.16,-0.43,-9.90, 2.52, 1.00,-0.25, 1.68,-3.19,-4.46,-0.29,-1.00
 3.00, 0.26,-3.91, 1.15, 0.73,-0.69,14.00,-0.31,-0.94, 5.29, 0.12, 4.46, 0.00
16.00, 0.31, 3.91, 5.88,-0.74,-0.20, 9.00, 0.66,-1.27, 0.79, 0.70,-2.16, 5.00
 1.00, 0.23,-0.25, 1.68,-3.19,-4.46, 7.00, 0.58,-5.64, 0.44,-0.92, 4.52, 0.00
 8.00,-5.69, 1.27,-5.29, 1.22, 0.20, 4.00,-0.26, 1.34,-5.88,-3.41,-2.04, 0.00
10.00,-0.25, 1.52,-0.79, 0.92, 2.04,17.00, 1.43,-0.23, 6.41, 3.19, 3.74, 1.00
 5.00, 0.84,-0.41,-0.44, 3.41,-3.74, 2.00,-0.23, 0.23,-1.16,-0.43,-9.90, 1.00
 6.00,-0.58, 0.69,-6.41, 1.97, 2.16,15.00, 0.25, 0.41,-1.68, 0.43, 4.05, 0.00
12.00,-0.66, 0.94, 0.86, 0.74,-4.05,18.00, 5.69, 0.51, 2.82, 4.75, 9.90, 1.00
11.00, 0.50, 5.64,-2.82,-0.70, 0.69,13.00,-0.84, 0.25, 1.16,-4.75,-4.52,-1.00
 1.00,-1.70,-0.23, 0.23,-1.16,-0.43,10.00,-1.72, 0.50, 5.64,-2.82,-0.70,-1.00
18.00,-0.22, 5.69, 0.51, 2.82, 4.75, 6.00, 1.34,-0.58, 0.69,-6.41, 1.97, 4.00
 4.00, 1.22,-0.26, 1.34,-5.88,-3.41,13.00, 1.31,-0.31,-0.94, 5.29, 0.12,-2.00
12.00,-4.55, 1.43,-0.23, 6.41, 3.19,15.00, 0.22,-0.66, 0.94, 0.86, 0.74, 1.00
16.00, 1.72,-0.84, 0.25, 1.16,-4.75,11.00, 4.55,-0.25, 1.52,-0.79, 0.92, 2.00
14.00, 0.71, 0.25, 0.41,-1.68, 0.43,17.00, 6.74, 0.31, 3.91, 5.88,-0.74, 0.00
 8.00, 0.52, 0.58,-5.64, 0.44,-0.92, 9.00, 0.79,-5.69, 1.27,-5.29, 1.22,-1.00
 7.00,-6.74, 0.66,-1.27, 0.79, 0.70, 3.00, 0.58, 0.26,-3.91, 1.15, 0.73, 3.00
 2.00, 1.54, 0.23,-0.25, 1.68,-3.19, 5.00, 1.70, 0.84,-0.41,-0.44, 3.41, 0.00
 4.00,-0.40, 1.22,-0.26, 1.34,-5.88,13.00, 0.93, 0.71, 0.25, 0.41,-1.68, 2.00
16.00, 1.07, 6.74, 0.31, 3.91, 5.88, 7.00,-0.66, 0.52, 0.58,-5.64, 0.44, 4.00
 9.00, 0.66, 0.79,-5.69, 1.27,-5.29,14.00, 2.58,-4.55, 1.43,-0.23, 6.41,-1.00
10.00,-3.33, 4.55,-0.25, 1.52,-0.79, 6.00, 0.82, 1.70, 0.84,-0.41,-0.44, 0.00
11.00, 0.16,-1.72, 0.50, 5.64,-2.82, 3.00, 1.18, 1.54, 0.23,-0.25, 1.68, 0.00
 5.00,-3.52, 1.34,-0.58, 0.69,-6.41, 1.00,-0.16,-1.70,-0.23, 0.23,-1.16,-1.00
15.00, 0.40, 1.31,-0.31,-0.94, 5.29, 8.00, 0.68,-6.74, 0.66,-1.27, 0.79, 1.00
 2.00,-0.68, 0.58, 0.26,-3.91, 1.15,18.00, 3.52,-0.22, 5.69, 0.51, 2.82,-1.00
12.00,-2.58, 0.22,-0.66, 0.94, 0.86,17.00, 3.33, 1.72,-0.84, 0.25, 1.16, 0.00
 7.00, 1.22, 0.82, 1.70, 0.84,-0.41,11.00, 1.01, 0.16,-1.72, 0.50, 5.64,-2.00
18.00, 1.89, 3.52,-0.22, 5.69, 0.51,17.00, 5.69, 1.07, 6.74, 0.31, 3.91,-1.00
 2.00, 0.42,-0.16,-1.70,-0.23, 0.23, 9.00,-0.48, 0.66, 0.79,-5.69, 1.27, 0.00
15.00, 0.48, 2.58,-4.55, 1.43,-0.23,16.00, 7.67, 0.40, 1.31,-0.31,-0.94, 5.00
14.00, 1.07, 3.33, 1.72,-0.84, 0.25, 4.00,-0.42,-3.52, 1.34,-0.58, 0.69, 4.00
 6.00,-5.69,-0.66, 0.52, 0.58,-5.64,13.00, 0.92,-2.58, 0.22,-0.66, 0.94, 3.00
 3.00, 0.97, 1.18, 1.54, 0.23,-0.25,10.00, 0.79,-3.33, 4.55,-0.25, 1.52, 2.00
12.00,-1.25, 0.93, 0.71, 0.25, 0.41, 1.00,-1.89,-0.68, 0.58, 0.26,-3.91, 1.00
 8.00, 0.92,-7.67, 0.68,-6.74, 0.66,16.00, 3.79, 0.48, 2.58,-4.55, 1.43,-3.00
 1.00,-0.45,-1.89,-0.68, 0.58, 0.26, 7.00, 3.75,-5.69,-0.66, 0.52, 0.58, 2.00
17.00, 0.31, 5.69, 1.07, 6.74, 0.31,15.00, 1.80, 1.07, 3.33, 1.72,-0.84, 2.00
11.00,-3.75, 0.92,-2.58, 0.22,-0.66, 4.00, 0.27, 0.97, 1.18, 1.54, 0.23, 0.00
 9.00, 0.93,-0.48, 0.66, 0.79,-5.69,12.00, 1.54, 1.01, 0.16,-1.72, 0.50, 0.00
10.00,-0.27, 0.79,-3.33, 4.55,-0.25, 2.00, 1.07, 0.42,-0.16,-1.70,-0.23, 0.00
 3.00,-1.80,-0.42,-3.52, 1.34,-0.58, 5.00,-1.54, 1.22, 0.82, 1.70, 0.84, 1.00
 6.00, 1.08, 1.25,-0.40, 1.22,-0.26,18.00,-0.31, 1.89, 3.52,-0.22, 5.69, 1.00
14.00,-3.79, 7.67, 0.40, 1.31,-0.31,13.00, 0.45,-1.25, 0.93, 0.71, 0.25, 2.00
13.00, 1.31, 1.54, 1.01, 0.16,-1.72,10.00, 0.92,-0.27, 0.79,-3.33, 4.55, 2.00
16.00,-1.12,-0.31, 1.89, 3.52,-0.22,15.00, 1.58,-3.79, 7.67, 0.40, 1.31, 3.00
 2.00, 1.08, 1.07, 0.42,-0.16,-1.70,11.00, 0.72,-3.75, 0.92,-2.58, 0.22, 0.00
 3.00,-4.33,-1.54, 1.22, 0.82, 1.70, 9.00, 0.67, 0.93,-0.48, 0.66, 0.79, 0.00
17.00, 2.53, 3.79, 0.48, 2.58,-4.55,18.00, 5.15, 0.31, 5.69, 1.07, 6.74, 0.00
12.00,-1.58, 0.45,-1.25, 0.93, 0.71, 8.00,-2.53, 0.92,-7.67, 0.68,-6.74, 0.00
 6.00,-3.97, 3.75,-5.69,-0.66, 0.52, 7.00, 1.12, 1.08, 1.25,-0.40, 1.22, 0.00
 4.00, 1.31, 0.27, 0.97, 1.18, 1.54, 5.00, 4.33,-1.80,-0.42,-3.52, 1.34, 2.00
14.00,-5.15, 1.80, 1.07, 3.33, 1.72, 1.00, 3.97,-0.45,-1.89,-0.68, 0.58, 2.00
10.00, 0.45, 0.67, 0.93,-0.48, 0.66,15.00, 5.00,-5.15, 1.80, 1.07, 3.33,-1.00
 1.00,-5.00, 3.97,-0.45,-1.89,-0.68,16.00, 0.86, 2.53, 3.79, 0.48, 2.58, 1.00
 8.00, 0.57,-2.53, 0.92,-7.67, 0.68, 2.00, 1.23, 1.08, 1.07, 0.42,-0.16, 4.00
11.00, 0.80, 0.72,-3.75, 0.92,-2.58,13.00, 1.70, 1.31, 1.54, 1.01, 0.16, 0.00
 7.00, 0.99, 1.12, 1.08, 1.25,-0.40, 6.00, 0.51, 1.31, 0.27, 0.97, 1.18, 0.00
 4.00,-0.51, 4.33,-1.80,-0.42,-3.52, 9.00,-1.70, 0.92,-0.27, 0.79,-3.33,-2.00
14.00,-2.72, 1.58,-3.79, 7.67, 0.40, 5.00, 1.01,-3.97, 3.75,-5.69,-0.66, 3.00
17.00, 1.14, 5.15, 0.31, 5.69, 1.07, 3.00, 1.62,-4.33,-1.54, 1.22, 0.82, 0.00
12.00, 1.39,-1.58, 0.45,-1.25, 0.93,18.00, 2.72,-1.12,-0.31, 1.89, 3.52,-1.00
 8.00,-7.67, 0.68,-6.74, 0.66,-1.27, 5.00, 1.25,-0.40, 1.22,-0.26, 1.34, 0.00
18.00, 4.23, 2.72,-1.12,-0.31, 1.89, 9.00, 1.41, 0.57,-2.53, 0.92,-7.67, 3.00
 1.00,-1.41, 1.23, 1.08, 1.07, 0.42,17.00, 1.25, 1.14, 5.15, 0.31, 5.69,-3.00
 6.00, 0.93, 0.51, 1.31, 0.27, 0.97, 2.00, 0.92,-5.00, 3.97,-0.45,-1.89, 0.00
10.00, 3.80,-1.70, 0.92,-0.27, 0.79, 8.00,-0.24, 0.45, 0.67, 0.93,-0.48, 0.00
13.00, 0.71, 1.70, 1.31, 1.54, 1.01, 3.00,-3.80,-0.51, 4.33,-1.80,-0.42,-3.00
16.00, 0.24, 5.00,-5.15, 1.80, 1.07,14.00, 0.68,-2.72, 1.58,-3.79, 7.67, 5.00
 5.00,-0.68, 1.01,-3.97, 3.75,-5.69,12.00,-4.23, 1.39,-1.58, 0.45,-1.25, 1.00
 4.00, 0.63, 1.62,-4.33,-1.54, 1.22,11.00, 1.30, 0.80, 0.72,-3.75, 0.92, 0.00
15.00,-0.92, 0.86, 2.53, 3.79, 0.48, 7.00, 1.06, 0.99, 1.12, 1.08, 1.25, 1.00
15.00, 0.33,-0.92, 0.86, 2.53, 3.79,18.00, 5.46, 4.23, 2.72,-1.12,-0.31, 2.00
 1.00,-2.02,-1.41, 1.23, 1.08, 1.07, 2.00, 0.36, 0.92,-5.00, 3.97,-0.45, 1.00
10.00, 1.27, 3.80,-1.70, 0.92,-0.27,12.00, 0.40, 1.30, 0.80, 0.72,-3.75, 0.00
 3.00, 1.69, 0.63, 1.62,-4.33,-1.54,14.00,-2.94, 0.68,-2.72, 1.58,-3.79, 0.00
 4.00, 1.20,-3.80,-0.51, 4.33,-1.80, 8.00, 0.71,-0.24, 0.45, 0.67, 0.93, 2.00
16.00, 2.94, 0.24, 5.00,-5.15, 1.80,11.00,-2.14,-4.23, 1.39,-1.58, 0.45, 2.00
 7.00, 2.14,-0.68, 1.01,-3.97, 3.75, 9.00,-5.46, 1.41, 0.57,-2.53, 0.92, 1.00
 6.00, 1.58, 0.93, 0.51, 1.31, 0.27,17.00, 2.02, 1.25, 1.14, 5.15, 0.31,-4.00
13.00,-1.20, 0.71, 1.70, 1.31, 1.54, 5.00,-0.33, 1.06, 0.99, 1.12, 1.08, 1.00
12.00, 1.00, 0.40, 1.30, 0.80, 0.72, 7.00, 1.66, 1.20,-3.80,-0.51, 4.33, 1.00
 1.00,-4.80, 0.36, 0.92,-5.00, 3.97, 3.00, 1.28, 1.69, 0.63, 1.62,-4.33, 0.00
18.00,-0.46, 5.46, 4.23, 2.72,-1.12,10.00, 6.63, 2.14,-0.68, 1.01,-3.97, 2.00
17.00, 3.56, 2.02, 1.25, 1.14, 5.15,11.00, 0.99, 1.27, 3.80,-1.70, 0.92, 2.00
 8.00,-6.63,-5.46, 1.41, 0.57,-2.53,16.00, 0.95, 2.94, 0.24, 5.00,-5.15,-3.00
 6.00,-1.66, 0.71,-0.24, 0.45, 0.67, 5.00,-3.56, 1.58, 0.93, 0.51, 1.31,-1.00
14.00, 0.76,-2.94, 0.68,-2.72, 1.58,13.00, 0.22,-1.20, 0.71, 1.70, 1.31, 0.00
 4.00,-0.22,-0.33, 1.06, 0.99, 1.12, 2.00, 4.80,-2.02,-1.41, 1.23, 1.08, 2.00
 9.00,-0.95,-2.14,-4.23, 1.39,-1.58,15.00, 0.46, 0.33,-0.92, 0.86, 2.53,-3.00
 6.00,-2.85, 1.66, 1.20,-3.80,-0.51,17.00, 4.23, 3.56, 2.02, 1.25, 1.14,-2.00
 8.00, 0.67,-3.56, 1.58, 0.93, 0.51,18.00, 1.84,-0.46, 5.46, 4.23, 2.72, 0.00
 4.00,-0.67,-1.66, 0.71,-0.24, 0.45,12.00, 2.85, 1.00, 0.40, 1.30, 0.80,-1.00
11.00,-4.23, 0.99, 1.27, 3.80,-1.70, 2.00, 0.92,-4.80, 0.36, 0.92,-5.00, 0.00
13.00, 1.06, 0.22,-1.20, 0.71, 1.70, 9.00,-0.47,-0.95,-2.14,-4.23, 1.39, 0.00
16.00, 1.15, 0.95, 2.94, 0.24, 5.00, 7.00, 5.64,-0.22,-0.33, 1.06, 0.99, 0.00
10.00,-1.84, 6.63, 2.14,-0.68, 1.01,15.00, 0.47, 0.46, 0.33,-0.92, 0.86, 0.00
 1.00,-5.64, 4.80,-2.02,-1.41, 1.23,14.00, 0.94, 0.76,-2.94, 0.68,-2.72, 0.00
 3.00, 1.08, 1.28, 1.69, 0.63, 1.62, 5.00,-1.15,-6.63,-5.46, 1.41, 0.57,-1.00
 9.00, 1.39,-1.84, 6.63, 2.14,-0.68, 1.00, 1.70,-5.64, 4.80,-2.02,-1.41, 1.00
17.00, 1.37, 1.84,-0.46, 5.46, 4.23, 3.00,-4.66, 1.08, 1.28, 1.69, 0.63, 2.00
18.00, 0.89, 4.23, 3.56, 2.02, 1.25,13.00, 0.98, 1.06, 0.22,-1.20, 0.71, 1.00
 6.00, 0.93, 5.64,-0.22,-0.33, 1.06,12.00, 0.31, 2.85, 1.00, 0.40, 1.30, 0.00
15.00, 0.64, 0.47, 0.46, 0.33,-0.92,16.00, 1.05, 1.15, 0.95, 2.94, 0.24, 3.00
 8.00, 1.01,-0.47,-0.95,-2.14,-4.23, 4.00,-0.31,-0.67,-1.66, 0.71,-0.24, 5.00
14.00, 0.43, 0.94, 0.76,-2.94, 0.68,11.00, 0.84,-4.23, 0.99, 1.27, 3.80, 0.00
 2.00, 1.17, 0.92,-4.80, 0.36, 0.92, 5.00,-0.89,-2.85, 1.66, 1.20,-3.80, 0.00
10.00, 4.66,-1.15,-6.63,-5.46, 1.41, 7.00, 0.52, 0.67,-3.56, 1.58, 0.93,-1.00
 8.00, 0.90, 0.84,-4.23, 0.99, 1.27, 6.00, 0.93, 0.93, 5.64,-0.22,-0.33, 0.00
 1.00,-3.45, 1.70,-5.64, 4.80,-2.02,17.00, 5.80, 1.37, 1.84,-0.46, 5.46, 0.00
 9.00, 3.09, 0.52, 0.67,-3.56, 1.58,14.00, 1.09, 0.43, 0.94, 0.76,-2.94,-2.00
 4.00,-6.72,-0.31,-0.67,-1.66, 0.71,18.00, 3.33, 0.89, 4.23, 3.56, 2.02,-1.00
 3.00,-5.80,-4.66, 1.08, 1.28, 1.69,16.00, 1.01, 0.64, 0.47, 0.46, 0.33,-1.00
13.00,-3.33, 0.98, 1.06, 0.22,-1.20, 2.00, 0.95, 1.17, 0.92,-4.80, 0.36, 3.00
 5.00, 1.04,-0.89,-2.85, 1.66, 1.20, 7.00,-3.09, 4.66,-1.15,-6.63,-5.46, 1.00
